title,sub_title,Rank,Horse / Owner,Points,Total Comps
2021 Points Display,ADULT AMATEUR HUNTER 50+ YEARS,25,"HARBORMASTER/ COOPER, AMY - MA",45,(5 comps)
2021 Points Display,ADULT AMATEUR HUNTER 50+ YEARS,26,"MYSTERIOUS WAYS/ BLUM, SARAH - MA",43.88,(2 comps)
2021 Points Display,ADULT AMATEUR HUNTER 50+ YEARS,27,"LANDKAPTAIN LL/ MICHEL, MARY - VT",42,(3 comps)
2021 Points Display,ADULT AMATEUR HUNTER 50+ YEARS,28,"QUINTARO/ BORN FREE FARM, LLC - MA",37,(1 comps)
2021 Points Display,ADULT AMATEUR HUNTER 50+ YEARS,29,"POSITANO/ DOMINGUEZ, RINDY - RI",27.5,(5 comps)
2021 Points Display,ADULT AMATEUR HUNTER 50+ YEARS,30,RIO'S LATTE/ STARBUCK EQUESTRIAN - CT,26,(2 comps)
2021 Points Display,ADULT AMATEUR HUNTER 50+ YEARS,31,"AKIMBO/ BELLIVEAU, LAUREN - NH",25.5,(1 comps)
2021 Points Display,ADULT AMATEUR HUNTER 50+ YEARS,32,"KODALINE/ KENNEDY, PAULA - CT",19.5,(1 comps)
2021 Points Display,ADULT AMATEUR HUNTER 50+ YEARS,33,"SILHOUETTE/ PEDERSEN, LYN - CT",15.5,(2 comps)
2021 Points Display,ADULT AMATEUR HUNTER 50+ YEARS,34,"DUVAL/ SPINELLA, ELIZABETH - CT",13.5,(1 comps)
2021 Points Display,ADULT AMATEUR HUNTER 50+ YEARS,35,"UNDISCLOSED/ RICHARDSON, SUE ANN - MA",9,(1 comps)
2021 Points Display,ADULT AMATEUR HUNTER 50+ YEARS,36,"SUMMERTIME GIRL/ KADANE, LAURA - MA",8.5,(1 comps)
2021 Points Display,ADULT AMATEUR HUNTER 50+ YEARS,37,"QUINTESSENTIAL/ DIPIETRO, PAIGE - MA",7,(4 comps)
2021 Points Display,LOW ADULT AMATEUR HUNTER,1,"EASY STREET/ MITCHELL, KATHLEEN - MA",49.5,(1 comps)
2021 Points Display,LOW ADULT AMATEUR HUNTER,2,CORDOVA/ ONERA MEDIA INC. - NY,37.5,(2 comps)
2021 Points Display,LOW ADULT AMATEUR HUNTER,3,"TOTTENHAM/ L'HEUREUX, KATIE - NY",31,(1 comps)
2021 Points Display,LOW ADULT AMATEUR HUNTER,4,SOUTHERN STYLE/ ONERA MEDIA INC. - NY,14,(1 comps)
2021 Points Display,HUNTER EQUITATION 15-17,1,"ZEMP, ABIGAIL/  - NH",199,(5 comps)
2021 Points Display,HUNTER EQUITATION 15-17,2,"EXNER, CASSIDY/  - NH",172,(7 comps)
2021 Points Display,HUNTER EQUITATION 15-17,3,"GUIDI, FRANCESCA/  - MA",146,(13 comps)
2021 Points Display,HUNTER EQUITATION 15-17,4,"MANCINI, CAROLINE/  - CT",127,(3 comps)
2021 Points Display,HUNTER EQUITATION 15-17,5,"TURTON, MADELINE/  - MA",115,(14 comps)
2021 Points Display,HUNTER EQUITATION 15-17,6,"KANICLIDES, ELLA/  - MA",111,(10 comps)
2021 Points Display,HUNTER EQUITATION 15-17,7,"TINSLEY, CAROLINE/  - MA",100,(3 comps)
2021 Points Display,HUNTER EQUITATION 15-17,8,"TAYLOR, GRACE/  - VT",98,(15 comps)
2021 Points Display,HUNTER EQUITATION 15-17,9,"CARVAJAL, DANIELA/  - MA",97,(10 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"LAUTZ, JULIA/  - MA",97,(15 comps)
2021 Points Display,HUNTER EQUITATION 15-17,11,"DEVLIN, ABIGAIL/  - MA",96,(7 comps)
2021 Points Display,HUNTER EQUITATION 15-17,12,"PALMER, KRISTIN/  - NH",88,(6 comps)
2021 Points Display,HUNTER EQUITATION 15-17,13,"AHERN, MADELINE/  - MA",86,(4 comps)
2021 Points Display,HUNTER EQUITATION 15-17,14,"WOODS, JENNA/  - CT",83,(3 comps)
2021 Points Display,HUNTER EQUITATION 15-17,15,"LABEAU, KENNA/  - MA",81,(5 comps)
2021 Points Display,HUNTER EQUITATION 15-17,16,"MANOOG, ANNALISE/  - MA",75,(15 comps)
2021 Points Display,HUNTER EQUITATION 15-17,17,"RODRIGUEZ, SOPHIA/  - MA",69,(8 comps)
2021 Points Display,HUNTER EQUITATION 15-17,18,"BROWN, TESSA/  - VT",64,(7 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"MCCAFFERY, OLIVIA/  - CT",64,(1 comps)
2021 Points Display,HUNTER EQUITATION 15-17,20,"SANFORD, HARPER/  - CT",59,(2 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"ROBELEN, CAROLINE/  - MA",59,(10 comps)
2021 Points Display,HUNTER EQUITATION 15-17,22,"RUBIN, OLIVIA/  - MA",57,(11 comps)
2021 Points Display,HUNTER EQUITATION 15-17,23,"WRIGHT, RILEY/  - MA",53,(6 comps)
2021 Points Display,HUNTER EQUITATION 15-17,24,"AHN, KILEY/  - RI",52,(5 comps)
2021 Points Display,HUNTER EQUITATION 15-17,25,"MCNAMARA, AIDAN/  - VT",50,(6 comps)
2021 Points Display,HUNTER EQUITATION 15-17,26,"NYREN, PAIGE/  - MA",46,(4 comps)
2021 Points Display,HUNTER EQUITATION 15-17,27,"DEORSAY, HANNAH/  - MA",45,(4 comps)
2021 Points Display,HUNTER EQUITATION 15-17,28,"LEIGHTON, ANNA/  - NH",44,(4 comps)
2021 Points Display,HUNTER EQUITATION 15-17,29,"O'CONNOR, KAITLIN/  - MA",42,(4 comps)
2021 Points Display,HUNTER EQUITATION 15-17,30,"KERN, LEXIE/  - MA",41,(5 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"RAMISTELLA, KALLIE/  - MA",41,(4 comps)
2021 Points Display,HUNTER EQUITATION 15-17,32,"CORROON, KATERINA/  - CT",40,(2 comps)
2021 Points Display,HUNTER EQUITATION 15-17,33,"LORING, GENIEFER/  - MA",39,(8 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"KETTANEH, AMIRA/  - NH",39,(5 comps)
2021 Points Display,HUNTER EQUITATION 15-17,35,"PRIEST, JACQUELINE/  - CT",38,(5 comps)
2021 Points Display,HUNTER EQUITATION 15-17,36,"WHIDDEN, SOPHIE/  - CT",33,(2 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"WOOLLEY, SHEA/  - MA",33,(6 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"SPOUND, MADDIE/  - MA",33,(5 comps)
2021 Points Display,HUNTER EQUITATION 15-17,39,"DUENWALD, KIRINA/  - CT",31,(1 comps)
2021 Points Display,HUNTER EQUITATION 15-17,40,"SULLIVAN, KYLA/  - CT",30,(12 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"GALLAGHER, LILY/  - MA",30,(6 comps)
2021 Points Display,HUNTER EQUITATION 15-17,42,"KEYWORTH, ADDISON/  - ME",29,(7 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"LEBARON, KATHERINE/  - CT",29,(8 comps)
2021 Points Display,HUNTER EQUITATION 15-17,44,"JANSEN, AVERY/  - VT",28,(5 comps)
2021 Points Display,HUNTER EQUITATION 15-17,45,"SICA, ALEXANDRA/  - CT",27,(3 comps)
2021 Points Display,HUNTER EQUITATION 15-17,46,"PEPE, LEXI/  - CT",26,(2 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"BURNHAM, PENELOPE/  - RI",26,(4 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"EASON, JULIA/  - CT",26,(6 comps)
2021 Points Display,HUNTER EQUITATION 15-17,49,"MERSEREAU, JOSSELYN/  - MA",25,(5 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"SMITH, LAUREL/  - MA",25,(4 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"BOWEN, CARLY/  - MA",25,(5 comps)
2021 Points Display,HUNTER EQUITATION 15-17,52,"STEPANIK, SAMANTHA/  - MA",24,(2 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"SWINT, RILEY/  - MA",24,(3 comps)
2021 Points Display,HUNTER EQUITATION 15-17,54,"MACK, SHAWN/  - CT",23,(1 comps)
2021 Points Display,HUNTER EQUITATION 15-17,55,"KENDALL, TAYLOR/  - MA",22,(3 comps)
2021 Points Display,HUNTER EQUITATION 15-17,56,"GREMLEY, SOPHIA/  - MA",20,(4 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"LOOS, CAROLINE/  - MA",20,(2 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"FOSTER, ELOISE/  - CT",20,(2 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"BEAUVAIS, EMILY/  - MA",20,(12 comps)
2021 Points Display,HUNTER EQUITATION 15-17,60,"JONES, BRIDEY/  - ME",19,(5 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"EXNER, LUCINDA/  - NH",19,(1 comps)
2021 Points Display,HUNTER EQUITATION 15-17,62,"GRINBLATAS, ELENA/  - MA",18,(6 comps)
2021 Points Display,HUNTER EQUITATION 15-17,63,"SCHAUDER, AVERY/  - CT",16,(6 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"ESPOSITO, SOPHIE/  - RI",16,(5 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"WEIS, CATE/  - MA",16,(2 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"SHIPMAN, GRACE/  - NY",16,(3 comps)
2021 Points Display,HUNTER EQUITATION 15-17,67,"EARLEY, JULIETTE/  - MA",15,(6 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"ALLAIRE, AMELIA/  - MA",15,(5 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"GIORDANO, MADISON/  - MA",15,(5 comps)
2021 Points Display,HUNTER EQUITATION 15-17,70,"PATEL, ISABELLA/  - MA",14,(5 comps)
2021 Points Display,HUNTER EQUITATION 15-17,71,"PINKERTON, LAUREN/  - CT",13,(1 comps)
2021 Points Display,HUNTER EQUITATION 15-17,72,"MARTIN, VIRGINIA/  - MA",12,(2 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"BEZIO, ANNIKA/  - KS",12,(3 comps)
2021 Points Display,HUNTER EQUITATION 15-17,74,"BEYLOUNI, AVA/  - CT",11,(3 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"PRENTICE, JORDAN/  - MA",11,(1 comps)
2021 Points Display,HUNTER EQUITATION 15-17,76,"BUDOVSKY, MORGAN/  - MA",10,(4 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"PALMER, CAROLINE/  - MA",10,(2 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"BABB, RILEY/  - CT",10,(1 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"BETTENCOURT, OLIVIA/  - MA",10,(4 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"DEACON, ALANA/  - MA",10,(1 comps)
2021 Points Display,HUNTER EQUITATION 15-17,81,"POLZIN, BECCA/  - MA",9,(4 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"PARRON, ALLISON/  - NH",9,(2 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"NICHOLS, JORDAN/  - MA",9,(2 comps)
2021 Points Display,HUNTER EQUITATION 15-17,84,"BIHUNIAK, LINDSEY/  - MA",8,(6 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"ROCHE, BROOKE/  - MA",8,(2 comps)
2021 Points Display,HUNTER EQUITATION 15-17,86,"SANDERS, AUGUST/  - MA",6,(3 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"PALOMBO, GIANNA/  - MA",6,(3 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"ORTIZ, HAILEY/  - CT",6,(1 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"TUSA, BLAKELY/  - CT",6,(1 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"ROMANO, JESSICA/  - ME",6,(2 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"VERDINI, BELLA/  - MA",6,(1 comps)
2021 Points Display,HUNTER EQUITATION 15-17,92,"HWALEK, KYLIE/  - CT",5,(3 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"KENNEDY, ELIZABETH/  - MA",5,(1 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"VILLA, DANIELLE/  - MA",5,(2 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"ADAMS KRUGER, IONA I./  - NH",5,(7 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"CLEE, EMILY/  - CT",5,(1 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"MCCARTHY, SAMANTHA/  - MA",5,(3 comps)
2021 Points Display,HUNTER EQUITATION 15-17,98,"ROCKACY, LAINEY/  - NH",4,(4 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"MURRAY, CAMILLA/  - MA",4,(2 comps)
2021 Points Display,HUNTER EQUITATION 15-17,100,"STEFANOWICZ, DORY/  - MA",3,(1 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"PAGEAU, MADISON/  - NH",3,(1 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"HORSFIELD, SAVANNAH/  - RI",3,(1 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"DIPRATO, SAMANTHA/  - CT",3,(1 comps)
2021 Points Display,HUNTER EQUITATION 15-17,104,"HUBER, MARGARET/  - CT",2,(2 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"PLAISTED, SARA/  - ME",2,(3 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"BANERJI, BEVERLY/  - CT",2,(2 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"SINGER, JUDAH/  - MA",2,(2 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"JACKSON, NORAH/  - MA",2,(1 comps)
2021 Points Display,HUNTER EQUITATION 15-17,,"TAIT, EMMAH/  - CT",2,(1 comps)
2021 Points Display,ADULT EQUITATION 18-35,1,"LENIHAN, SOPHIE/  - MA",305,(7 comps)
2021 Points Display,ADULT EQUITATION 18-35,2,"FARWELL, HANNAH/  - RI",189,(9 comps)
2021 Points Display,ADULT EQUITATION 18-35,3,"SILVESTRI, DOMINIKA/  - MA",185,(3 comps)
2021 Points Display,ADULT EQUITATION 18-35,4,"NOBLE, EMILY/  - MA",154,(5 comps)
2021 Points Display,ADULT EQUITATION 18-35,5,"HOPKINS, ABIGAIL/  - MA",139,(4 comps)
2021 Points Display,ADULT EQUITATION 18-35,6,"CLARK, LAURA/  - VT",131,(3 comps)
2021 Points Display,ADULT EQUITATION 18-35,7,"SMITH, SYDNEY/  - CT",114,(11 comps)
2021 Points Display,ADULT EQUITATION 18-35,8,"ZURAITIS, CASEY/  - MA",98,(9 comps)
2021 Points Display,ADULT EQUITATION 18-35,9,"JASNY, SYDNEY/  - MA",97,(3 comps)
2021 Points Display,ADULT EQUITATION 18-35,10,"FRANCHI, DANIELLE/  - MA",96,(6 comps)
2021 Points Display,ADULT EQUITATION 18-35,11,"REISKIN, OLIVIA/  - VT",92,(15 comps)
2021 Points Display,ADULT EQUITATION 18-35,12,"ROSSI, SOFIA/  - FL",91,(2 comps)
2021 Points Display,ADULT EQUITATION 18-35,13,"BOYEA, SOPHIE/  - VT",89,(4 comps)
2021 Points Display,ADULT EQUITATION 18-35,14,"MACPHEE, MADELEINE/  - RI",87,(4 comps)
2021 Points Display,ADULT EQUITATION 18-35,15,"STAMM, NICOLE/  - MA",79,(8 comps)
2021 Points Display,ADULT EQUITATION 18-35,16,"BROWN, HANNAH/  - CT",71,(3 comps)
2021 Points Display,ADULT EQUITATION 18-35,17,"LENIHAN, TESS/  - MA",69,(4 comps)
2021 Points Display,ADULT EQUITATION 18-35,18,"TAYLOR, BROOKE/  - ME",62,(3 comps)
2021 Points Display,ADULT EQUITATION 18-35,19,"SYLVESTER, BROOKE/  - MA",59,(1 comps)
2021 Points Display,ADULT EQUITATION 18-35,20,"SETIAN, SARA/  - CT",56,(3 comps)
2021 Points Display,ADULT EQUITATION 18-35,21,"SACCUCCI, MARIEL/  - RI",55,(5 comps)
2021 Points Display,ADULT EQUITATION 18-35,22,"ROUSSEAU, SARA/  - MA",50,(2 comps)
2021 Points Display,ADULT EQUITATION 18-35,23,"BUENO, REBECCA/  - MA",48,(4 comps)
2021 Points Display,ADULT EQUITATION 18-35,24,"EATON-AYRES, EMMA JEAN/  - MA",47,(5 comps)
2021 Points Display,ADULT EQUITATION 18-35,25,"REEB, LENA/  - CT",46,(4 comps)
2021 Points Display,ADULT EQUITATION 18-35,26,"CHENELLE, ELIZABETH/  - CT",45,(9 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"HOFFNER, KELSEY/  - MA",45,(6 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"ARMENIO, PENNY/  - MA",45,(2 comps)
2021 Points Display,ADULT EQUITATION 18-35,29,"KENNY, ELIZABETH/  - MA",43,(6 comps)
2021 Points Display,ADULT EQUITATION 18-35,30,"FLINK, SARAH/  - MA",40,(3 comps)
2021 Points Display,ADULT EQUITATION 18-35,31,"ZUZARTE JOYCE, NATASHA/  - RI",39,(8 comps)
2021 Points Display,ADULT EQUITATION 18-35,32,"RAY, KASI/  - MA",35,(4 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"DEPIETRO, JENI/  - NH",35,(4 comps)
2021 Points Display,ADULT EQUITATION 18-35,34,"RAPP, CELIA/  - RI",34,(6 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"LYON, CHARLOTTE/  - MA",34,(3 comps)
2021 Points Display,ADULT EQUITATION 18-35,36,"MORRIS, REBECCA/  - CT",33,(2 comps)
2021 Points Display,ADULT EQUITATION 18-35,37,"LAVIN, CAROLYN CROSBY/  - MA",32,(6 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"KIRWIN, KATIE/  - MA",32,(4 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"SCHARFE, REBEKAH/  - MA",32,(5 comps)
2021 Points Display,ADULT EQUITATION 18-35,40,"MCCARTHY, MARANDA/  - MA",31,(3 comps)
2021 Points Display,ADULT EQUITATION 18-35,41,"CHORLTON, JACEY/  - CT",30,(2 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"WICKLUND, SYDNEY/  - NH",30,(1 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"BIGELOW, CASEY/  - MA",30,(1 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"MOONEY, CATHERINE/  - VT",30,(3 comps)
2021 Points Display,ADULT EQUITATION 18-35,45,"FLAHERTY, SARAH/  - MA",29,(2 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"BILLINGTON, KATELYN/  - MA",29,(4 comps)
2021 Points Display,ADULT EQUITATION 18-35,47,"ECOCK, LAUREN/  - MA",28,(3 comps)
2021 Points Display,ADULT EQUITATION 18-35,48,"LEKACOS, MIRANDA/  - CT",26,(3 comps)
2021 Points Display,ADULT EQUITATION 18-35,49,"SHELBURNE- DOUGLASS, JORDAN/  - ME",24,(4 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"MCNAMARA, ALLISON/  - VT",24,(3 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"PRICE, POSIE/  - ME",24,(2 comps)
2021 Points Display,ADULT EQUITATION 18-35,52,"O'NEIL, JULIA/  - MA",23,(5 comps)
2021 Points Display,ADULT EQUITATION 18-35,53,"BAKER, SARAH/  - MA",22,(4 comps)
2021 Points Display,ADULT EQUITATION 18-35,54,"DAVIS, ANNIE/  - NH",21,(3 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"GELLIS, AMANDA/  - VT",21,(1 comps)
2021 Points Display,ADULT EQUITATION 18-35,56,"BURNET, ORIANA/  - MA",20,(1 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"CULBERTSON, CAITLYN/  - NH",20,(4 comps)
2021 Points Display,ADULT EQUITATION 18-35,58,"ROLAND, TAYLOR/  - MA",19,(5 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"GREY, HANNAH/  - MA",19,(1 comps)
2021 Points Display,ADULT EQUITATION 18-35,60,"STOVER, MADELEINE/  - NH",16,(2 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"ERNENWEIN, MONIKA/  - MA",16,(2 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"LANE, CLAIRE/  - ME",16,(7 comps)
2021 Points Display,ADULT EQUITATION 18-35,63,"BUMPUS, KRISTEN/  - MA",15,(1 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"GILDEA, JULIA/  - MA",15,(5 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"BAYKO, ALEXA/  - MA",15,(1 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"FIEBERT, RORI/  - MA",15,(8 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"VAN METER, JACQUELINE/  - CT",15,(2 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"BERNSTEIN, EVA/  - NH",15,(4 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"SCHENKER, EMMA/  - MA",15,(1 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"MCKAY, OLIVIA/  - MA",15,(2 comps)
2021 Points Display,ADULT EQUITATION 18-35,71,"RIPATRAZONE, EMMA/  - MA",14,(1 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"STENTO, KATHARINE ELIZABETH/  - MA",14,(4 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"VASSILIOU, ALEXANDRA/  - CT",14,(1 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"BEANE, DANAMARY/  - NH",14,(5 comps)
2021 Points Display,ADULT EQUITATION 18-35,75,"IPPOLITO, SOFIA/  - CT",13,(2 comps)
2021 Points Display,ADULT EQUITATION 18-35,76,"PERREAULT, SAMANTHA/  - MA",12,(7 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"MASCOLA, LEA/  - CT",12,(1 comps)
2021 Points Display,ADULT EQUITATION 18-35,78,"ROBBINS, ANDREA/  - MA",11,(4 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"JACKSON, GRACE/  - MA",11,(2 comps)
2021 Points Display,ADULT EQUITATION 18-35,80,"PIERCE, LAUREN/  - CT",10,(1 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"OUELLETTE, LILA/  - VT",10,(2 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"GRAY, KATIE/  - VT",10,(2 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"KOLLIEN, FAITH/  - MA",10,(6 comps)
2021 Points Display,ADULT EQUITATION 18-35,84,"COMBS, MEREDITH/  - MA",8,(2 comps)
2021 Points Display,ADULT EQUITATION 18-35,85,"WOODS, ASHLEY/  - MI",6,(2 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"SVETLIK, CARLY/  - VT",6,(3 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"SHAW, BETHANY/  - RI",6,(1 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"WATSON, IVY/  - MA",6,(5 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"PRONCZUK, EMILIA/  - MA",6,(1 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"GEARY, CAITLIN/  - MA",6,(3 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"HORNSTEIN, SHIRA/  - MA",6,(3 comps)
2021 Points Display,ADULT EQUITATION 18-35,92,"RUSCHMEYER, ELYSSE/  - CT",5,(2 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"FERRARO, ALEXIS/  - MA",5,(1 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"GERRISH, ABBIGALE/  - NH",5,(1 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"OSWALD, JESSICA/  - CT",5,(2 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"RICHARDSON, EMILY/  - RI",5,(2 comps)
2021 Points Display,ADULT EQUITATION 18-35,97,"HICOCK, TAMMY/  - MA",4,(1 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"MILBURY, CORINNE/  - MA",4,(2 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"LORUSSO-SMITH, CASEY/  - MA",4,(1 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"WICKLUND, JORDAN/  - NH",4,(1 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"PADER, DVORA/  - MA",4,(2 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"MILLER, KIMBERLY/  - MA",4,(2 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"NEWMAN, SARAH/  - MA",4,(1 comps)
2021 Points Display,ADULT EQUITATION 18-35,104,"NOWAKOWSKI, KAEDEE/  - ME",3,(1 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"GANGEMI, JULIA/  - MA",3,(3 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"TICE, GRACE/  - CT",3,(1 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"GOODWIN, JESSIE/  - VT",3,(2 comps)
2021 Points Display,ADULT EQUITATION 18-35,108,"SIOK, KELLY ANNE/  - MA",2,(4 comps)
2021 Points Display,ADULT EQUITATION 18-35,,"BOURNE, JILLIAN/  - MA",2,(1 comps)
2021 Points Display,ADULT EQUITATION 36+,1,"ROGERS, SEAN/  - MA",254,(7 comps)
2021 Points Display,ADULT EQUITATION 36+,2,"VAN AELST, HEATHER/  - MA",167,(9 comps)
2021 Points Display,ADULT EQUITATION 36+,3,"FRITSCH, ERIKA/  - NH",135,(4 comps)
2021 Points Display,ADULT EQUITATION 36+,4,"WOOD, WENDY/  - MA",85,(3 comps)
2021 Points Display,ADULT EQUITATION 36+,5,"CORBACHO, CARLY/  - MA",80,(1 comps)
2021 Points Display,ADULT EQUITATION 36+,6,"MUSTO POTTER, CHELSEA/  - MA",56,(3 comps)
2021 Points Display,ADULT EQUITATION 36+,7,"RUSSELL, ELIZABETH/  - MA",54,(5 comps)
2021 Points Display,ADULT EQUITATION 36+,8,"JOHNSON, SHANA/  - RI",53,(7 comps)
2021 Points Display,ADULT EQUITATION 36+,9,"SCHENKER, EMMA/  - MA",50,(3 comps)
2021 Points Display,ADULT EQUITATION 36+,10,"VARS, ELIZABETH/  - RI",49,(7 comps)
2021 Points Display,ADULT EQUITATION 36+,11,"TANANBAUM, BRENDA/  - CT",40,(2 comps)
2021 Points Display,ADULT EQUITATION 36+,12,"CALITRI, MONIKA/  - NH",39,(4 comps)
2021 Points Display,ADULT EQUITATION 36+,13,"MASTRONI, MELISSA A./  - CT",36,(3 comps)
2021 Points Display,ADULT EQUITATION 36+,,"ATAMIAN, MISH/  - MA",36,(6 comps)
2021 Points Display,ADULT EQUITATION 36+,,"ROBERTS, JESSICA/  - MA",36,(6 comps)
2021 Points Display,ADULT EQUITATION 36+,16,"GOLDEN, KARA/  - CT",35,(5 comps)
2021 Points Display,ADULT EQUITATION 36+,,"HORVATH PALMER, ELIZABETH A./  - NH",35,(5 comps)
2021 Points Display,ADULT EQUITATION 36+,18,"CONTARINO, KATHRYN/  - MA",33,(4 comps)
2021 Points Display,ADULT EQUITATION 36+,19,"MARCHAND, CHRISTINA/  - MA",32,(1 comps)
2021 Points Display,ADULT EQUITATION 36+,20,"SPARRE, JANET/  - CT",30,(5 comps)
2021 Points Display,ADULT EQUITATION 36+,,"PEDLER-ELIASON, PAM/  - RI",30,(3 comps)
2021 Points Display,ADULT EQUITATION 36+,,"HUBBARD, MELISSA/  - MA",30,(7 comps)
2021 Points Display,ADULT EQUITATION 36+,,"MURPHY , DANIELLE/  - CT",30,(1 comps)
2021 Points Display,ADULT EQUITATION 36+,24,"GALLAGHER TRICKER, LEIGH/  - CT",25,(3 comps)
